x	y	showSelected1
0.59290792905464	0.805270257531059	1
0.954902241444074	0.296920375328275	1
0.945000818714668	-0.327067963317422	1
0.567059863862771	-0.823676581429833	1
-0.0317279334980674	-0.999496542383185	1
-0.618158986220605	-0.786053094742787	1
-0.963842158559942	-0.266473813690036	1
-0.934147860265107	0.356886221591872	1
-0.540640817455597	0.841253532831181	1
0	1	2
0.954902241444074	0.296920375328275	2
0.945000818714668	-0.327067963317422	2
0.567059863862771	-0.823676581429833	2
-0.0317279334980674	-0.999496542383185	2
-0.618158986220605	-0.786053094742787	2
-0.963842158559942	-0.266473813690036	2
-0.934147860265107	0.356886221591872	2
-0.540640817455597	0.841253532831181	2
0	1	3
0.59290792905464	0.805270257531059	3
0.945000818714668	-0.327067963317422	3
0.567059863862771	-0.823676581429833	3
-0.0317279334980674	-0.999496542383185	3
-0.618158986220605	-0.786053094742787	3
-0.963842158559942	-0.266473813690036	3
-0.934147860265107	0.356886221591872	3
-0.540640817455597	0.841253532831181	3
0	1	4
0.59290792905464	0.805270257531059	4
0.954902241444074	0.296920375328275	4
0.567059863862771	-0.823676581429833	4
-0.0317279334980674	-0.999496542383185	4
-0.618158986220605	-0.786053094742787	4
-0.963842158559942	-0.266473813690036	4
-0.934147860265107	0.356886221591872	4
-0.540640817455597	0.841253532831181	4
0	1	5
0.59290792905464	0.805270257531059	5
0.954902241444074	0.296920375328275	5
0.945000818714668	-0.327067963317422	5
-0.0317279334980674	-0.999496542383185	5
-0.618158986220605	-0.786053094742787	5
-0.963842158559942	-0.266473813690036	5
-0.934147860265107	0.356886221591872	5
-0.540640817455597	0.841253532831181	5
0	1	6
0.59290792905464	0.805270257531059	6
0.954902241444074	0.296920375328275	6
0.945000818714668	-0.327067963317422	6
0.567059863862771	-0.823676581429833	6
-0.618158986220605	-0.786053094742787	6
-0.963842158559942	-0.266473813690036	6
-0.934147860265107	0.356886221591872	6
-0.540640817455597	0.841253532831181	6
0	1	7
0.59290792905464	0.805270257531059	7
0.954902241444074	0.296920375328275	7
0.945000818714668	-0.327067963317422	7
0.567059863862771	-0.823676581429833	7
-0.0317279334980674	-0.999496542383185	7
-0.963842158559942	-0.266473813690036	7
-0.934147860265107	0.356886221591872	7
-0.540640817455597	0.841253532831181	7
0	1	8
0.59290792905464	0.805270257531059	8
0.954902241444074	0.296920375328275	8
0.945000818714668	-0.327067963317422	8
0.567059863862771	-0.823676581429833	8
-0.0317279334980674	-0.999496542383185	8
-0.618158986220605	-0.786053094742787	8
-0.934147860265107	0.356886221591872	8
-0.540640817455597	0.841253532831181	8
0	1	9
0.59290792905464	0.805270257531059	9
0.954902241444074	0.296920375328275	9
0.945000818714668	-0.327067963317422	9
0.567059863862771	-0.823676581429833	9
-0.0317279334980674	-0.999496542383185	9
-0.618158986220605	-0.786053094742787	9
-0.963842158559942	-0.266473813690036	9
-0.540640817455597	0.841253532831181	9
0	1	10
0.59290792905464	0.805270257531059	10
0.954902241444074	0.296920375328275	10
0.945000818714668	-0.327067963317422	10
0.567059863862771	-0.823676581429833	10
-0.0317279334980674	-0.999496542383185	10
-0.618158986220605	-0.786053094742787	10
-0.963842158559942	-0.266473813690036	10
-0.934147860265107	0.356886221591872	10
